iter	Passed	Remaining
3217	238550	502749
3218	238618	502662
3219	238664	502530
3220	238744	502468
3221	238795	502345
3222	238881	502296
3223	238974	502262
3224	239045	502180
3225	239124	502116
3226	239191	502028
3227	239281	501986
3228	239374	501952
3229	239467	501918
3230	239540	501840
3231	239614	501766
3232	239698	501714
3233	239787	501671
3234	239862	501597
3235	239958	501569
3236	240011	501450
3237	240080	501367
3238	240145	501272
3239	240209	501177
3240	240272	501081
3241	240327	500967
3242	240414	500918
3243	240491	500851
3244	240562	500770
3245	240651	500727
3246	240723	500648
3247	240806	500592
3248	240878	500514
3249	240962	500460
3250	241036	500386
3251	241113	500318
3252	241170	500208
3253	241259	500165
3254	241327	500077
3255	241410	500021
3256	241477	499932
3257	241550	499856
3258	241640	499815
3259	241698	499707
3260	241766	499621
3261	241826	499518
3262	241895	499432
3263	241963	499347
3264	242031	499259
3265	242080	499134
3266	242140	499030
3267	242213	498954
3268	242280	498864
3269	242331	498743
3270	242401	498660
3271	242473	498581
3272	242548	498511
3273	242653	498499
3274	242714	498398
3275	242811	498371
3276	242889	498305
3277	242967	498239
3278	243039	498160
3279	243098	498055
3280	243155	497946
3281	243242	497898
3282	243321	497833
3283	243411	497793
3284	243487	497723
3285	243562	497650
3286	243649	497603
3287	243737	497556
3288	243812	497483
3289	243879	497395
3290	243961	497336
3291	244010	497212
3292	244086	497141
3293	244163	497073
3294	244216	496957
3295	244278	496858
3296	244371	496821
3297	244440	496737
3298	244519	496672
3299	244614	496640
3300	244683	496556
3301	244765	496498
3302	244839	496424
3303	244914	496353
3304	245000	496301
3305	245075	496230
3306	245133	496122
3307	245215	496065
3308	245301	496014
3309	245382	495954
3310	245452	495871
3311	245518	495781
3312	245606	495736
3313	245688	495676
3314	245784	495646
3315	245860	495576
3316	245942	495517
3317	246008	495427
3318	246074	495336
3319	246154	495274
3320	246239	495222
3321	246314	495150
3322	246367	495033
3323	246455	494986
3324	246533	494920
3325	246629	494889
3326	246699	494808
3327	246748	494683
3328	246816	494597
3329	246889	494519
3330	246960	494439
3331	247027	494350
