iter	RMSE
2732	54704.13246
2733	54702.83971
2734	54700.71323
2735	54699.70837
2736	54696.08545
2737	54692.81677
2738	54692.12193
2739	54689.59825
2740	54686.94555
2741	54685.38448
2742	54683.77503
2743	54682.40524
2744	54680.91858
2745	54678.88594
2746	54677.236
2747	54674.46987
2748	54674.13946
2749	54672.78152
2750	54670.56724
2751	54666.60791
2752	54663.00698
2753	54660.01644
2754	54657.82583
2755	54657.28774
2756	54653.43225
2757	54652.73086
2758	54652.62
2759	54651.22726
2760	54647.93574
2761	54645.80915
2762	54644.74885
2763	54643.6986
2764	54643.14223
2765	54639.82804
2766	54636.93502
2767	54636.01568
2768	54633.34222
2769	54632.31797
2770	54626.63988
2771	54624.90971
2772	54623.24403
2773	54622.3668
2774	54621.88886
2775	54620.16258
2776	54619.03926
2777	54617.40364
2778	54613.55139
2779	54609.98529
2780	54609.3378
2781	54607.20365
2782	54604.25041
2783	54601.42409
2784	54599.94128
2785	54598.66421
2786	54596.33394
2787	54595.85577
2788	54595.50067
2789	54592.50845
2790	54590.22231
2791	54589.42123
2792	54586.5659
2793	54585.50444
2794	54584.17255
2795	54582.74376
2796	54581.56316
2797	54580.79222
2798	54579.22207
2799	54577.2038
2800	54575.45189
2801	54574.94931
2802	54573.43551
2803	54571.01534
2804	54570.48245
2805	54566.3483
2806	54563.50993
2807	54561.36794
2808	54559.6135
2809	54558.61007
2810	54557.93976
2811	54557.79843
2812	54555.26854
2813	54554.03081
2814	54552.60123
2815	54552.42555
2816	54550.10744
2817	54545.12761
2818	54544.03304
2819	54543.14444
2820	54541.84383
2821	54540.72495
2822	54539.13748
2823	54535.78264
2824	54527.51686
2825	54525.19769
2826	54523.8623
2827	54522.81579
2828	54519.36498
2829	54512.68297
2830	54511.52915
2831	54508.34034
2832	54507.39457
2833	54504.63397
2834	54499.37915
2835	54496.5858
2836	54493.86508
2837	54493.57198
2838	54492.89885
2839	54491.46564
2840	54490.50139
2841	54488.67796
2842	54486.00536
2843	54485.27149
2844	54482.42687
2845	54480.09163
2846	54476.57948
2847	54474.15501
2848	54472.55751
2849	54471.4453
2850	54468.81636
2851	54466.58974
2852	54466.16099
2853	54462.14635
2854	54461.80655
2855	54459.52099
2856	54458.03229
2857	54455.80726
2858	54454.31037
2859	54453.07641
2860	54450.39802
2861	54449.49576
2862	54446.26083
2863	54444.52089
2864	54443.45059
2865	54442.44705
2866	54439.8774
2867	54439.68923
2868	54439.39178
2869	54436.99399
2870	54435.51884
2871	54434.68311
2872	54432.77483
2873	54430.65805
2874	54429.31832
2875	54427.50295
2876	54425.09856
2877	54423.5057
2878	54421.46749
2879	54419.328
2880	54417.62971
2881	54415.46982
2882	54413.12361
2883	54410.37442
2884	54408.66572
2885	54405.79888
2886	54404.21355
2887	54403.49882
2888	54402.79218
2889	54398.63922
2890	54397.33515
2891	54396.41985
2892	54396.1323
2893	54395.25546
2894	54392.81319
2895	54391.6548
2896	54391.23761
2897	54389.59109
2898	54386.91566
2899	54384.83962
2900	54383.50079
2901	54380.89189
2902	54379.29571
2903	54376.84057
2904	54376.33616
2905	54375.80136
2906	54373.97408
2907	54372.93683
2908	54371.14187
2909	54366.51238
2910	54365.70598
2911	54363.02126
2912	54361.5056
2913	54359.75281
2914	54355.65128
2915	54352.01151
2916	54350.00102
2917	54349.07885
2918	54348.3107
2919	54344.12925
2920	54338.66632
2921	54335.5586
2922	54334.71727
2923	54333.51912
2924	54332.96565
2925	54332.15875
2926	54328.57823
2927	54325.11104
2928	54322.83392
2929	54321.15897
2930	54318.24492
2931	54317.96101
2932	54315.57408
2933	54314.73042
2934	54314.34306
2935	54311.72476
2936	54309.61745
2937	54309.06374
2938	54308.98261
2939	54308.28488
2940	54306.44113
2941	54306.05168
2942	54304.19365
2943	54303.42284
2944	54300.15486
2945	54299.39616
2946	54299.14664
2947	54298.11203
2948	54295.59033
2949	54294.24929
2950	54289.15672
2951	54288.34917
2952	54284.84084
2953	54283.89118
2954	54283.82219
2955	54282.94151
2956	54281.34447
2957	54277.24513
2958	54275.69866
2959	54275.09792
2960	54272.98716
2961	54268.92169
2962	54266.95481
2963	54266.27075
2964	54263.61969
2965	54261.78863
2966	54259.57788
2967	54258.29889
2968	54257.09296
2969	54254.5592
2970	54251.75325
2971	54250.72991
2972	54250.35428
2973	54248.80095
2974	54246.40489
2975	54243.10099
2976	54240.95446
2977	54238.65147
2978	54235.09119
2979	54228.8454
2980	54227.33818
2981	54226.81816
2982	54225.68669
2983	54223.36883
2984	54221.34748
2985	54218.4362
2986	54216.06317
2987	54215.02291
2988	54213.9176
2989	54212.55626
2990	54212.30025
2991	54210.26426
2992	54209.08977
2993	54207.16949
2994	54206.61676
2995	54203.67421
2996	54200.26202
2997	54199.61573
2998	54197.30285
2999	54197.09554
3000	54195.84557
3001	54194.72971
3002	54194.65044
3003	54191.45112
3004	54188.63987
3005	54183.67967
3006	54181.38441
3007	54179.18258
3008	54176.55165
3009	54175.44353
3010	54173.19672
3011	54171.35244
3012	54170.73021
3013	54168.16191
3014	54165.99614
3015	54164.58275
3016	54164.37735
3017	54162.14025
3018	54160.1634
3019	54158.79867
3020	54158.10511
3021	54156.90305
3022	54154.59445
3023	54153.07703
3024	54152.05386
3025	54149.52129
3026	54148.50619
3027	54147.02522
3028	54145.24921
3029	54143.9187
3030	54142.71632
3031	54141.22502
3032	54139.84354
3033	54137.92487
3034	54137.10896
3035	54134.1382
3036	54133.46467
3037	54132.02398
3038	54129.69194
3039	54128.24708
3040	54124.80571
3041	54122.38381
3042	54120.77389
3043	54117.61294
3044	54115.6772
3045	54114.24011
3046	54112.56889
3047	54111.65488
3048	54110.28079
3049	54109.48889
3050	54105.79592
3051	54104.3606
3052	54103.78239
3053	54097.16918
3054	54095.98817
3055	54093.54053
3056	54090.40447
3057	54089.20498
3058	54087.74682
3059	54086.89756
3060	54083.31303
3061	54082.56555
3062	54081.77324
3063	54080.96667
3064	54077.43063
3065	54074.98012
3066	54073.85566
3067	54072.6721
3068	54071.64334
3069	54068.66491
3070	54067.38548
3071	54063.9219
3072	54063.2312
3073	54063.1171
3074	54062.91743
3075	54062.04741
3076	54060.30325
3077	54059.58193
3078	54058.67518
3079	54056.30329
3080	54054.55284
3081	54052.52517
3082	54051.13531
3083	54050.64824
3084	54050.03685
3085	54049.36227
3086	54048.50426
3087	54047.44039
3088	54043.10725
3089	54042.6833
3090	54041.21369
3091	54039.77258
3092	54039.6462
3093	54036.9514
3094	54034.4277
3095	54033.90175
3096	54031.96912
3097	54031.42887
3098	54029.94265
3099	54028.93346
3100	54028.38095
3101	54027.00066
3102	54024.35824
3103	54022.39061
3104	54019.79487
3105	54019.17497
3106	54013.53643
3107	54011.46643
3108	54008.47653
3109	54007.06106
3110	54005.35184
3111	54005.06833
3112	54002.68592
3113	53999.03257
3114	53995.3402
3115	53993.1267
3116	53991.3436
3117	53987.78945
3118	53986.01637
3119	53984.59623
3120	53980.99878
3121	53980.51516
3122	53978.73572
3123	53976.65419
3124	53972.00514
3125	53970.28869
3126	53969.2294
3127	53967.54756
3128	53966.51476
3129	53964.02655
3130	53961.5219
3131	53959.08041
3132	53958.15156
3133	53955.66909
3134	53954.99333
3135	53952.2943
3136	53951.38575
3137	53950.33834
3138	53949.22761
3139	53947.45735
3140	53947.13678
3141	53946.46091
3142	53945.08874
3143	53943.50416
3144	53941.47232
3145	53938.23347
3146	53935.59692
3147	53934.78815
3148	53931.95127
3149	53930.2458
3150	53928.38708
3151	53927.21258
3152	53925.89915
3153	53924.48969
3154	53922.91268
3155	53920.88211
3156	53920.23451
3157	53912.21557
3158	53911.90909
3159	53910.29288
3160	53906.96225
3161	53903.22067
3162	53898.7901
3163	53897.61291
3164	53894.09959
3165	53892.42971
3166	53889.38619
3167	53886.93122
3168	53886.01952
3169	53884.98515
3170	53881.80014
3171	53880.99671
3172	53878.1713
3173	53875.01452
3174	53872.75927
3175	53871.38522
3176	53869.66966
3177	53864.21383
3178	53863.79869
3179	53861.79861
3180	53860.88035
3181	53858.48748
3182	53857.2501
3183	53856.03109
3184	53855.40317
3185	53851.7971
3186	53851.18345
3187	53850.4532
3188	53848.12123
3189	53846.54608
3190	53844.19758
3191	53840.71555
3192	53839.09312
3193	53836.44352
3194	53835.61895
3195	53833.45004
3196	53831.95425
3197	53828.55329
3198	53827.7859
3199	53827.26611
3200	53826.07713
3201	53825.19305
3202	53825.06412
3203	53822.8518
3204	53821.72207
3205	53817.09035
3206	53813.40187
3207	53811.37331
3208	53810.67117
3209	53810.06115
3210	53807.38965
3211	53805.08858
3212	53803.26853
3213	53800.88538
3214	53798.71916
3215	53795.72153
3216	53793.84383
3217	53790.67186
3218	53790.03089
3219	53789.55374
3220	53788.581
3221	53787.30105
3222	53786.62728
3223	53785.76508
3224	53783.6986
3225	53782.77696
3226	53782.09084
3227	53780.7411
3228	53777.0235
3229	53775.52206
3230	53772.48216
3231	53768.55708
3232	53767.57577
3233	53765.13777
3234	53763.7077
3235	53761.73872
3236	53761.63423
3237	53759.37422
3238	53756.03629
3239	53755.12852
3240	53754.11007
3241	53751.14274
3242	53746.40246
3243	53745.32031
3244	53742.93869
3245	53740.86033
3246	53736.30978
3247	53733.14671
3248	53732.2529
3249	53731.23197
3250	53727.46995
3251	53724.22435
3252	53720.20142
3253	53718.93215
3254	53717.26913
3255	53716.3566
3256	53714.80014
3257	53709.93975
3258	53709.47829
3259	53707.34325
3260	53703.00524
3261	53701.12634
3262	53698.69559
3263	53697.57555
3264	53695.81751
3265	53694.72203
3266	53693.31265
3267	53691.93606
3268	53691.17287
3269	53690.38504
3270	53689.35716
3271	53687.60295
3272	53687.0141
3273	53682.9063
3274	53676.31512
3275	53675.53324
3276	53673.3045
3277	53672.33991
3278	53669.16897
3279	53667.6645
3280	53664.9305
3281	53663.55523
3282	53662.71363
3283	53661.17819
3284	53660.83128
3285	53656.36837
3286	53654.37083
3287	53652.43275
3288	53649.92997
3289	53648.88489
3290	53647.02669
3291	53646.13761
3292	53644.64482
3293	53639.02235
3294	53638.9361
3295	53635.03821
3296	53634.66237
3297	53633.73817
3298	53632.25325
3299	53631.78496
3300	53631.18112
3301	53628.06731
3302	53625.65789
3303	53625.17517
3304	53623.66126
3305	53623.01213
3306	53619.46849
3307	53618.40638
3308	53617.74486
3309	53615.939
3310	53613.55369
3311	53613.13455
3312	53610.63405
3313	53609.63341
3314	53607.60124
3315	53604.84157
3316	53603.36407
3317	53601.86186
3318	53600.94326
3319	53599.45743
3320	53597.59957
3321	53596.92341
3322	53595.45597
3323	53590.46759
3324	53588.41825
3325	53586.9218
3326	53585.59181
3327	53585.01622
3328	53581.57698
3329	53580.54495
3330	53577.19382
3331	53575.77518
